symbol,datum,bar,box_high,box_low,range_atr,richting,patroon,signaal_tijd,entry_tijd,entry,sl,sl_afstand,qty,risico_eur,tp_overkant,r_overkant,r_2x,r_3x,exit_overkant,exit_2x,exit_3x,max_mee_R,max_tegen_R
NFLX,2025-06-03,15min,1229.57,1214.3,0.65,LONG,bullish_engulfing,17:15,17:30,1215.88,1214.1,1.785,0.8224,1.47,1229.57,1.46778711484581,1.46778711484581,1.46778711484581,deadline,deadline,deadline,1.75,0.54
NFLX,2025-06-06,15min,1260.0,1245.41,0.7,LONG,hamer,17:30,17:45,1241.02,1236.87,4.141,0.8058,3.34,1260.0,-0.010891299781009521,-0.010891299781009521,-0.010891299781009521,deadline,deadline,deadline,0.78,0.07
NFLX,2025-06-10,15min,1227.52,1213.0,0.68,LONG,hamer,17:45,,1187.12,1180.6,6.517,0.8424,5.49,1227.52,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
NFLX,2025-06-26,15min,1288.06,1280.0,0.32,SHORT,bearish_engulfing,16:30,16:45,1291.22,1292.56,1.339,0.7745,1.04,1280.0,-1.0,-1.0,-1.0,SL,SL,SL,0.08,1.0
NFLX,2025-07-08,15min,1293.25,1280.22,0.48,LONG,bullish_engulfing,17:15,,1265.97,1260.17,5.8,0.7899,4.58,1293.25,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
NFLX,2025-07-10,15min,1289.6,1278.59,0.38,LONG,bullish_engulfing,16:45,17:05,1253.94,1249.8,4.142,0.7975,3.3,1289.6,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.33
NFLX,2025-07-16,15min,1271.0,1256.41,0.48,LONG,bullish_engulfing,16:00,16:15,1258.6,1251.72,6.88,0.7945,5.47,1271.0,0.49709302325583304,0.49709302325583304,0.49709302325583304,deadline,deadline,deadline,1.12,0.46
NFLX,2025-07-18,15min,1246.5,1208.0,1.28,LONG,hamer,17:15,,1209.49,1204.5,4.996,0.8268,4.13,1246.5,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
NFLX,2025-07-23,15min,1192.62,1179.01,0.4,LONG,bullish_engulfing,17:45,,1178.81,1175.55,3.26,0.8483,2.77,1192.62,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
NFLX,2025-07-29,15min,1179.6,1169.04,0.33,LONG,hamer,16:15,16:30,1163.91,1163.29,0.625,0.8592,0.54,1179.6,12.304787506398144,2.0,3.0,deadline,TP,TP,15.84,0.0
NFLX,2025-07-30,15min,1175.79,1166.1,0.31,SHORT,inverted_hamer,16:15,16:30,1175.28,1178.71,3.43,0.8509,2.92,1166.1,-1.0,-1.0,-1.0,SL,SL,SL,0.69,1.1
NFLX,2025-08-14,15min,1227.9,1207.03,0.83,SHORT,bearish_engulfing,16:45,17:00,1232.78,1237.43,4.653,0.8112,3.77,1207.03,-1.0,-1.0,-1.0,SL,SL,SL,0.0,2.1
NFLX,2025-08-20,15min,1223.0,1209.66,0.47,LONG,bullish_engulfing,17:00,,1197.79,1194.36,3.429,0.8349,2.86,1223.0,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
NFLX,2025-08-26,15min,1231.5,1219.01,0.44,LONG,bullish_engulfing,16:15,16:30,1221.8,1217.63,4.17,0.8185,3.41,1231.5,0.39331878462316266,0.39331878462316266,0.39331878462316266,deadline,deadline,deadline,1.01,0.52
NFLX,2025-08-28,15min,1225.5,1216.32,0.34,LONG,bullish_engulfing,16:00,16:15,1218.43,1215.82,2.615,0.8207,2.15,1225.5,2.702287156735125,2.0,3.0,TP,TP,TP,3.06,0.0
NFLX,2025-08-29,15min,1228.79,1221.01,0.29,LONG,hamer,16:15,16:50,1208.0,1204.44,3.555,0.8278,2.94,1228.79,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.16
NFLX,2025-09-10,15min,1267.0,1250.39,0.66,LONG,bullish_engulfing,16:00,17:15,1253.48,1246.36,7.122,0.7978,5.68,1267.0,-0.06697556866050047,-0.06697556866050047,-0.06697556866050047,deadline,deadline,deadline,0.31,0.38
NFLX,2025-09-19,15min,1218.62,1210.67,0.27,LONG,bullish_engulfing,16:15,16:30,1214.18,1208.3,5.88,0.8236,4.84,1218.62,0.7551020408162832,1.159863945578199,1.159863945578199,TP,deadline,deadline,0.99,0.67
NFLX,2025-10-02,15min,1162.52,1144.16,0.71,LONG,bullish_engulfing,16:15,16:30,1140.65,1134.0,6.655,0.8767,5.83,1162.52,2.4244928625094,2.0,2.4244928625094,deadline,TP,deadline,2.89,0.74
NFLX,2025-10-03,15min,1168.0,1153.5,0.55,LONG,bullish_engulfing,16:00,16:15,1154.84,1150.38,4.46,0.8659,3.86,1168.0,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.09
NFLX,2025-10-13,15min,1225.0,1206.81,0.66,SHORT,bearish_engulfing,16:45,,1226.93,1227.89,0.96,0.815,0.78,1206.81,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
NFLX,2025-11-07,15min,1104.6,1087.8,0.49,SHORT,bearish_engulfing,16:15,16:30,1101.7,1108.22,6.52,0.9077,5.92,1087.8,1.8098159509202434,1.8098159509202434,1.8098159509202434,deadline,deadline,deadline,1.86,0.18
NFLX,2025-11-10,15min,1123.79,1104.05,0.61,SHORT,bearish_engulfing,16:45,,1123.31,1127.15,3.845,0.8902,3.42,1104.05,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
NFLX,2025-12-15,15min,96.37,94.36,0.56,LONG,bullish_engulfing,17:15,17:30,94.43,94.05,0.38,10.5899,4.02,96.37,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.32
NFLX,2025-12-19,15min,95.22,93.45,0.52,SHORT,bearish_engulfing,16:00,16:15,94.77,95.28,0.515,10.5519,5.43,93.45,-1.0,-1.0,-1.0,SL,SL,SL,0.75,1.1
NFLX,2025-12-22,15min,94.71,93.22,0.45,LONG,bullish_engulfing,16:15,16:35,93.55,93.2,0.35,10.6895,3.74,94.71,0.2714285714285726,0.2714285714285726,0.2714285714285726,deadline,deadline,deadline,1.2,0.43
NFLX,2025-12-31,15min,94.13,93.35,0.36,LONG,bullish_engulfing,16:00,16:15,93.47,93.25,0.22,10.6986,2.35,94.13,2.7954545454545365,2.0,2.7954545454545365,deadline,TP,deadline,2.91,0.64
NFLX,2026-01-12,15min,90.33,89.6,0.4,SHORT,bearish_engulfing,16:15,16:45,89.86,90.33,0.475,11.1284,5.29,89.6,0.12631578947369052,0.12631578947369052,0.12631578947369052,deadline,deadline,deadline,0.29,0.63
NFLX,2026-01-21,15min,84.15,81.93,1.13,SHORT,bearish_engulfing,16:15,16:30,84.34,85.17,0.825,11.8561,9.78,81.93,1.234666666666653,1.234666666666653,1.234666666666653,deadline,deadline,deadline,1.75,0.48
NFLX,2026-01-23,15min,85.12,83.28,0.77,SHORT,bearish_engulfing,16:30,16:45,85.14,85.65,0.505,11.7447,5.93,83.28,-1.0,-1.0,-1.0,SL,SL,SL,0.11,1.12
NFLX,2026-01-29,15min,84.38,83.01,0.59,LONG,bullish_engulfing,16:45,17:00,82.69,82.42,0.275,12.0934,3.33,84.38,-0.3272727272727498,-0.3272727272727498,-0.3272727272727498,deadline,deadline,deadline,0.67,0.78
NFLX,2026-02-12,15min,79.15,77.55,0.67,LONG,bullish_engulfing,17:15,17:30,75.58,75.33,0.245,13.2319,3.24,79.15,0.1424489795918066,0.1424489795918066,0.1424489795918066,deadline,deadline,deadline,0.92,0.61
NFLX,2026-02-19,15min,78.28,77.37,0.36,SHORT,bearish_engulfing,16:00,16:15,78.11,78.55,0.435,12.8016,5.57,77.37,0.14942528735631583,0.14942528735631583,0.14942528735631583,deadline,deadline,deadline,1.06,0.4
NFLX,2026-03-06,15min,99.88,98.34,0.44,LONG,bullish_engulfing,16:15,16:30,98.21,97.64,0.575,10.1823,5.85,99.88,0.4434782608695908,0.4434782608695908,0.4434782608695908,deadline,deadline,deadline,1.43,0.37
NFLX,2026-04-01,15min,97.2,94.7,1.0,LONG,bullish_engulfing,16:00,16:15,94.91,94.69,0.21,10.5369,2.21,97.2,1.5238095238094336,2.0,1.5238095238094336,deadline,TP,deadline,2.62,0.14
NFLX,2026-04-22,15min,93.67,92.77,0.25,SHORT,bearish_engulfing,16:00,16:15,93.64,93.79,0.155,10.6798,1.66,92.77,-1.0,-1.0,-1.0,SL,SL,SL,0.35,1.0
NFLX,2026-04-27,15min,92.31,91.3,0.32,SHORT,bearish_engulfing,17:00,17:15,92.58,92.84,0.26,10.8015,2.81,91.3,0.2884615384615437,0.2884615384615437,0.2884615384615437,deadline,deadline,deadline,0.98,0.77
NFLX,2026-04-29,15min,92.05,90.86,0.38,SHORT,bearish_engulfing,17:30,,92.36,92.58,0.225,10.8278,2.44,90.86,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
NFLX,2026-05-01,15min,94.7,93.89,0.26,LONG,bullish_engulfing,16:15,16:30,93.89,93.64,0.245,10.6508,2.61,94.7,-0.22448979591839102,2.0,-0.22448979591839102,deadline,TP,deadline,2.04,0.65
NFLX,2026-05-11,15min,87.16,86.28,0.42,SHORT,bearish_engulfing,16:30,16:45,87.02,87.34,0.325,11.4923,3.73,86.28,1.6760000000000037,1.6760000000000037,1.6760000000000037,deadline,deadline,deadline,1.83,0.0
NFLX,2026-05-22,15min,89.97,88.83,0.48,LONG,bullish_engulfing,17:45,,88.83,88.73,0.095,11.2581,1.07,89.97,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
NFLX,2026-05-27,15min,88.17,86.82,0.6,SHORT,bearish_engulfing,17:30,17:45,88.24,88.49,0.246,11.3327,2.78,86.82,1.0175010175010202,1.0175010175010202,1.0175010175010202,deadline,deadline,deadline,1.06,0.49
NFLX,2026-05-28,15min,86.97,85.91,0.47,LONG,bullish_engulfing,17:30,,85.8,85.68,0.12,11.655,1.4,86.97,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
NFLX,2026-05-29,15min,86.67,85.73,0.41,LONG,hamer,17:00,,85.89,85.66,0.23,11.6428,2.68,86.67,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
NFLX,2026-06-08,15min,82.2,81.34,0.41,SHORT,inverted_hamer,16:30,16:45,82.72,83.08,0.355,12.0882,4.29,81.34,1.210688521377597,1.210688521377597,1.210688521377597,deadline,deadline,deadline,1.91,0.0
NFLX,2026-06-11,15min,82.1,80.37,0.92,LONG,bullish_engulfing,17:15,17:30,80.4,80.13,0.27,12.4378,3.36,82.1,1.6296296296295594,1.6296296296295594,1.6296296296295594,deadline,deadline,deadline,1.81,0.0
NFLX,2026-06-12,15min,82.0,80.33,0.92,LONG,bullish_engulfing,16:15,16:30,79.82,79.39,0.43,12.5282,5.39,82.0,1.2558139534884083,2.0,1.2558139534884083,deadline,TP,deadline,2.03,0.56
NFLX,2026-06-25,15min,72.18,71.09,0.48,SHORT,bearish_engulfing,17:45,,72.19,72.42,0.225,13.8514,3.12,71.09,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
NFLX,2026-06-29,15min,75.39,74.01,0.56,SHORT,bearish_engulfing,16:15,16:30,75.66,76.02,0.36,13.217,4.76,74.01,2.0277777777777524,2.0,2.0277777777777524,deadline,TP,deadline,2.13,0.61
NFLX,2026-06-30,15min,73.75,72.92,0.33,LONG,bullish_engulfing,17:00,17:15,72.28,72.12,0.155,13.836,2.14,73.75,3.096774193548298,2.0,3.0,deadline,TP,TP,3.39,0.48
NFLX,2026-07-02,15min,76.21,74.91,0.48,SHORT,bearish_engulfing,17:15,17:30,76.73,77.06,0.33,13.0327,4.3,74.91,-1.0,-1.0,-1.0,SL,SL,SL,0.64,1.09
NFLX,2026-07-09,15min,75.23,74.02,0.45,SHORT,bearish_engulfing,16:15,,75.15,75.37,0.22,13.3067,2.93,74.02,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
NFLX,2026-07-13,15min,75.39,73.78,0.59,SHORT,bearish_engulfing,17:00,17:15,74.8,75.45,0.655,13.3699,8.76,73.78,0.3129770992366381,0.3129770992366381,0.3129770992366381,deadline,deadline,deadline,0.34,0.05
NFLX,2026-07-27,15min,70.8,69.92,0.34,LONG,bullish_engulfing,16:00,16:15,70.58,69.86,0.72,14.1683,10.2,70.8,0.30555555555555447,1.1250000000000049,1.1250000000000049,TP,deadline,deadline,0.46,0.46
NFLX,2026-07-30,15min,71.78,71.0,0.29,LONG,bullish_engulfing,16:30,16:45,71.03,70.64,0.386,14.0786,5.43,71.78,1.943005181347172,2.0,2.6943005181347246,TP,TP,deadline,1.99,0.08
NFLX,2026-08-05,15min,75.3,74.08,0.45,LONG,bullish_engulfing,16:15,16:30,74.08,73.82,0.265,13.498,3.58,75.3,-1.0,-1.0,-1.0,SL,SL,SL,1.34,1.19
NFLX,2026-08-13,15min,76.87,75.44,0.65,SHORT,bearish_engulfing,16:45,17:00,77.14,77.35,0.215,12.9643,2.79,75.44,1.7441860465117156,2.0,1.7441860465117156,deadline,TP,deadline,2.95,0.0
NFLX,2026-09-02,15min,81.81,80.3,0.67,SHORT,bearish_engulfing,17:00,17:15,82.45,82.75,0.295,12.1278,3.58,80.3,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.02
AMD,2024-10-14,15min,168.9,166.92,0.34,LONG,bullish_engulfing,17:45,,166.9,166.24,0.66,5.9916,3.95,168.9,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
AMD,2024-10-17,15min,160.44,158.14,0.4,LONG,hamer,16:15,16:35,157.79,156.85,0.936,6.3375,5.93,160.44,-1.0,-1.0,-1.0,SL,SL,SL,0.39,1.25
AMD,2024-10-25,15min,157.62,155.05,0.53,SHORT,inverted_hamer,16:15,16:30,158.52,158.91,0.391,6.3084,2.47,155.05,1.790235543848053,2.0,3.0,deadline,TP,TP,3.76,0.0
AMD,2024-11-07,15min,148.09,145.66,0.46,SHORT,bearish_engulfing,17:00,17:20,148.66,149.22,0.56,6.7268,3.77,145.66,-0.8928571428571392,-0.8928571428571392,-0.8928571428571392,deadline,deadline,deadline,0.89,0.96
AMD,2024-11-20,15min,140.77,137.06,0.88,LONG,bullish_engulfing,17:30,17:45,137.39,136.35,1.04,7.2786,7.57,140.77,0.44230769230770334,0.44230769230770334,0.44230769230770334,deadline,deadline,deadline,0.63,0.0
AMD,2024-11-22,15min,138.88,137.24,0.38,SHORT,bearish_engulfing,16:00,16:35,138.02,139.08,1.058,7.2453,7.66,137.24,0.7423411497730854,0.18920196671711825,0.18920196671711825,TP,deadline,deadline,0.93,0.94
AMD,2024-11-25,15min,142.1,139.65,0.58,SHORT,bearish_engulfing,17:30,17:45,141.13,142.35,1.22,7.0857,8.64,139.65,-0.3852459016393437,-0.3852459016393437,-0.3852459016393437,deadline,deadline,deadline,0.08,0.46
AMD,2024-11-29,15min,137.21,135.78,0.32,SHORT,bearish_engulfing,16:15,16:30,137.89,138.53,0.64,7.2522,4.64,135.78,0.8046874999999601,0.8046874999999601,0.8046874999999601,deadline,deadline,deadline,1.16,0.62
AMD,2024-12-03,15min,143.45,141.23,0.48,LONG,bullish_engulfing,16:45,17:00,141.9,141.15,0.755,7.0472,5.32,143.45,0.22807947019868174,0.22807947019868174,0.22807947019868174,deadline,deadline,deadline,0.91,0.24
AMD,2024-12-10,15min,131.57,129.72,0.42,LONG,bullish_engulfing,16:00,16:15,129.98,128.85,1.13,7.6935,8.69,131.57,-1.0,-1.0,-1.0,SL,SL,SL,0.14,1.12
AMD,2024-12-13,15min,131.3,127.7,0.82,LONG,bullish_engulfing,17:15,,125.54,125.03,0.51,7.9656,4.06,131.3,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
AMD,2025-01-10,15min,118.71,115.7,0.65,LONG,bullish_engulfing,16:15,17:00,115.6,114.63,0.97,8.6505,8.39,118.71,-1.0,-1.0,-1.0,SL,SL,SL,0.49,1.1
AMD,2025-01-15,15min,119.07,117.46,0.36,SHORT,bearish_engulfing,16:15,16:30,118.75,119.21,0.465,8.4214,3.92,117.46,0.33763440860218136,0.33763440860218136,0.33763440860218136,deadline,deadline,deadline,1.11,0.53
AMD,2025-01-24,15min,125.25,123.17,0.47,LONG,bullish_engulfing,16:30,,123.37,123.06,0.31,8.1057,2.51,125.25,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
AMD,2025-02-06,15min,112.56,110.08,0.52,LONG,bullish_engulfing,16:15,16:30,110.11,109.82,0.285,9.0822,2.59,112.56,-1.0,-1.0,-1.0,SL,SL,SL,0.0,2.33
AMD,2025-02-10,15min,110.0,108.15,0.39,SHORT,bearish_engulfing,16:45,17:00,110.28,110.45,0.17,9.0678,1.54,108.15,-1.0,-1.0,-1.0,SL,SL,SL,0.22,1.88
AMD,2025-02-11,15min,110.56,108.93,0.34,SHORT,bearish_engulfing,17:45,,112.36,112.89,0.53,8.8999,4.72,108.93,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
AMD,2025-02-28,15min,100.39,98.75,0.44,SHORT,bearish_engulfing,16:30,16:45,100.83,101.8,0.975,9.9182,9.67,98.75,0.27179487179487394,0.27179487179487394,0.27179487179487394,deadline,deadline,deadline,0.71,0.32
AMD,2025-03-06,15min,100.18,98.67,0.37,SHORT,bearish_engulfing,17:15,17:30,100.11,100.64,0.527,9.989,5.26,98.67,1.6710976072920474,1.6710976072920474,1.6710976072920474,deadline,deadline,deadline,1.84,0.13
AMD,2025-04-02,15min,102.76,100.76,0.48,SHORT,inverted_hamer,17:45,,103.26,103.58,0.32,9.6843,3.1,100.76,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
AMD,2025-04-04,15min,91.08,87.33,0.81,LONG,hamer,17:00,,85.15,83.67,1.482,11.744,17.41,91.08,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
AMD,2025-05-12,15min,110.67,108.39,0.57,LONG,hamer,16:45,,107.41,106.98,0.431,9.3101,4.01,110.67,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
AMD,2025-05-23,15min,108.98,107.67,0.29,SHORT,bearish_engulfing,17:45,,109.33,109.8,0.475,9.147,4.34,107.67,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
AMD,2025-06-04,15min,117.91,116.8,0.27,LONG,hamer,16:15,,116.47,115.73,0.741,8.5859,6.36,117.91,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
AMD,2025-06-05,15min,119.24,117.52,0.48,LONG,bullish_engulfing,17:00,17:15,117.67,117.42,0.25,8.4983,2.12,119.24,2.8000000000000114,2.0,3.0,deadline,TP,TP,3.72,0.0
AMD,2025-06-09,15min,121.57,119.04,0.7,SHORT,inverted_hamer,16:45,,121.53,122.37,0.841,8.2284,6.92,119.04,,,,niet gevuld,niet gevuld,niet gevuld,0.0,0.0
AMD,2025-06-10,15min,122.55,120.8,0.46,SHORT,bearish_engulfing,16:30,16:45,122.85,123.44,0.589,8.14,4.8,120.8,0.3395009336275471,2.0,0.3395009336275471,deadline,TP,deadline,2.89,0.27
AMD,2025-06-11,15min,124.47,122.7,0.46,LONG,hamer,16:45,17:05,122.84,122.32,0.521,8.1407,4.24,124.47,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.27
AMD,2025-06-12,15min,121.28,120.25,0.27,SHORT,bearish_engulfing,16:45,17:00,121.23,121.71,0.48,8.2488,3.96,120.25,0.1875000000000111,0.1875000000000111,0.1875000000000111,deadline,deadline,deadline,1.23,0.08
AMD,2025-06-16,15min,121.61,117.78,0.95,SHORT,bearish_engulfing,17:15,17:30,126.56,127.28,0.717,7.9012,5.66,117.78,-1.0,-1.0,-1.0,SL,SL,SL,0.0,1.63
AMD,2025-06-24,15min,135.42,132.93,0.5,SHORT,bearish_engulfing,16:15,16:30,136.13,138.16,2.03,7.3459,14.91,132.93,-0.16009852216749598,-0.16009852216749598,-0.16009852216749598,deadline,deadline,deadline,0.23,0.67
AMD,2025-07-01,15min,140.23,137.67,0.46,LONG,bullish_engulfing,17:15,17:30,136.38,135.12,1.26,7.3325,9.24,140.23,-0.020558818860142453,-0.020558818860142453,-0.020558818860142453,deadline,deadline,deadline,0.22,0.37
AMD,2025-07-07,15min,137.44,135.55,0.33,LONG,bullish_engulfing,17:30,17:45,134.31,133.88,0.428,7.4456,3.19,137.44,1.4276377217552905,1.4276377217552905,1.4276377217552905,deadline,deadline,deadline,1.66,0.0
